"","gender","yearsExperience","yearsSchool","wage"
"3229","male",7,8,1.0669056535
"3230","male",9,10,10.698497243
"3231","male",9,10,5.552042689
"3232","male",6,11,3.6746692798
"3233","male",6,10,4.6960219688
"3234","male",9,10,6.1396837469
"3235","male",5,10,2.7560019598
"3236","male",8,11,3.4286769263
"3237","male",9,8,3.6293029924
"3238","male",7,10,6.8900048996
"3239","male",9,9,2.9869834832
"3240","male",6,11,7.279344859
"3241","male",9,11,10.411562959
"3242","male",9,10,8.5687355403
"3243","male",9,10,6.3666586391
"3244","male",8,10,5.5120039196
"3245","male",3,9,3.4020677011
"3246","male",7,11,4.2255275238
"3247","male",6,9,3.9808917197
"3248","male",9,10,6.572354453
"3249","male",3,11,5.8657976596
"3250","male",8,8,5.002167606
"3251","male",9,10,6.1146496815
"3252","male",4,10,8.9082891631
"3253","male",7,10,5.6533373535
"3254","male",9,10,9.1866731994
"3255","male",6,10,1.4421343589
"3256","male",7,10,4.7662377053
"3257","male",8,10,3.5605491158
"3258","male",9,10,4.2274956316
"3259","male",7,10,7.0458260526
"3260","male",7,10,2.1231422505
"3261","male",8,10,7.5467141607
"3262","male",6,10,4.2871141597
"3263","male",9,10,4.5919123093
"3264","male",10,9,6.9358549019
"3265","male",9,10,3.6746692798
"3266","male",4,11,5.6200824279
"3267","male",9,10,5.814414462
"3268","male",9,9,7.7205172747
"3269","male",6,10,10.474168436
"3270","male",6,10,8.1774150743
"3271","male",6,11,3.6559209671
"3272","male",4,10,4.5933365997
"3273","male",9,10,5.3078556263
"3274","male",6,10,4.5933365997
"3275","male",9,9,8.8875722115
"3276","male",9,10,5.0955414013
"3277","male",9,9,7.6331345891
"3278","male",4,8,2.5332947307
"3279","male",3,11,3.8996490316
"3280","male",7,11,6.5841265297
"3281","male",4,8,1.516530179
"3282","male",8,8,4.2819675641
"3283","male",9,9,3.5934706638
"3284","male",6,8,4.342790967
"3285","male",4,10,5.790387956
"3286","male",6,8,2.0769869842
"3287","male",9,10,6.1244487996
"3288","male",4,10,2.8562451801
"3289","male",5,8,5.5120039196
"3290","male",6,9,4.2871141597
"3291","male",5,9,7.1451902662
"3292","male",6,9,4.5387839085
"3293","male",10,8,2.9091131798
"3294","male",7,7,4.1539739684
